titulo,clip,n_frames,texto
"AZZARO REACCIN - RIVER, A LA FINAL LE GAN 1-0 A CE",clip_0174,75,hoy jugo como el mejor pero no es el mejor
"AZZARO REACCIN - RIVER, A LA FINAL LE GAN 1-0 A CE",clip_0175,75,y vieron vieron central que
"AZZARO REACCIN - RIVER, A LA FINAL LE GAN 1-0 A CE",clip_0176,100,no te sirve esto central no te sirve en estos torneos
"AZZARO REACCIN - RIVER, A LA FINAL LE GAN 1-0 A CE",clip_0177,125,no te sirve central en un torneo largo con el equipo que tiene
"AZZARO REACCIN - RIVER, A LA FINAL LE GAN 1-0 A CE",clip_0178,125,lo puedes sacar campeon tranquilamente estos torneos una tarde una noche tarde noche
"AZZARO REACCIN - RIVER, A LA FINAL LE GAN 1-0 A CE",clip_0179,100,jugadas no a la altura y te vas a tu casa
"AZZARO REACCIN - RIVER, A LA FINAL LE GAN 1-0 A CE",clip_0180,100,porque vos no puedes estar a la altura en un campeonato largo
"AZZARO REACCIN - RIVER, A LA FINAL LE GAN 1-0 A CE",clip_0181,75,o llamarlo como quiera porque largos eran los de idiuenta
"AZZARO REACCIN - RIVER, A LA FINAL LE GAN 1-0 A CE",clip_0182,100,en un campeonato de todos contra todos vas al monumental una tarde una noche
"AZZARO REACCIN - RIVER, A LA FINAL LE GAN 1-0 A CE",clip_0183,100,le paso a racing en el 2019
"AZZARO REACCIN - RIVER, A LA FINAL LE GAN 1-0 A CE",clip_0184,75,si vas y te comes una verguenza
"AZZARO REACCIN - RIVER, A LA FINAL LE GAN 1-0 A CE",clip_0185,100,contra river en el monumental que te hace replantear pero despues te puedes recuperar
"AZZARO REACCIN - RIVER, A LA FINAL LE GAN 1-0 A CE",clip_0186,150,y se no hay verdad que para salir campeon tiene ganado todos en las ligas
"AZZARO REACCIN - RIVER, A LA FINAL LE GAN 1-0 A CE",clip_0187,75,no es a que mas puntos
"AZZARO REACCIN - RIVER, A LA FINAL LE GAN 1-0 A CE",clip_0188,150,esta metodologia que disfruto central el otro dia
"AZZARO REACCIN - RIVER, A LA FINAL LE GAN 1-0 A CE",clip_0189,75,o que podemos presumir
"AZZARO REACCIN - RIVER, A LA FINAL LE GAN 1-0 A CE",clip_0190,100,que esta conforme por lo que vota
"AZZARO REACCIN - RIVER, A LA FINAL LE GAN 1-0 A CE",clip_0191,75,su edigencia en afa
"AZZARO REACCIN - RIVER, A LA FINAL LE GAN 1-0 A CE",clip_0192,75,por bancar la gestion de tapia
"AZZARO REACCIN - RIVER, A LA FINAL LE GAN 1-0 A CE",clip_0193,100,lo que termina a rosario central rosario central tendria que tener campeonatos
"AZZARO REACCIN - RIVER, A LA FINAL LE GAN 1-0 A CE",clip_0194,100,no tiene los campeonatos que tendria que tener porque el del año pasado
"AZZARO REACCIN - RIVER, A LA FINAL LE GAN 1-0 A CE",clip_0195,75,yo no lo voy a contar porque es un campeonato
"AZZARO REACCIN - RIVER, A LA FINAL LE GAN 1-0 A CE",clip_0196,75,que se determina durante
"AZZARO REACCIN - RIVER, A LA FINAL LE GAN 1-0 A CE",clip_0197,100,es una imposicion no es yo te digo que el que saca puntos
"AZZARO REACCIN - RIVER, A LA FINAL LE GAN 1-0 A CE",clip_0198,75,no fue doler o no lo contaba y el de central si lo cuenta lo cuenta
"AZZARO REACCIN - RIVER, A LA FINAL LE GAN 1-0 A CE",clip_0199,75,porque dice bueno por que no
"AZZARO REACCIN - RIVER, A LA FINAL LE GAN 1-0 A CE",clip_0200,75,si tantas veces fuimos cagados pues no voy a contar esta si esta todo bien
"AZZARO REACCIN - RIVER, A LA FINAL LE GAN 1-0 A CE",clip_0201,75,pero no sos campeon si echas a tu perdida
"AZZARO REACCIN - RIVER, A LA FINAL LE GAN 1-0 A CE",clip_0202,125,y con eso campeon si a los tres dias perdi con central y el equipo se va murmurado
"AZZARO REACCIN - RIVER, A LA FINAL LE GAN 1-0 A CE",clip_0203,125,no sos campeon y central hubiese salido campeon
"AZZARO REACCIN - RIVER, A LA FINAL LE GAN 1-0 A CE",clip_0204,75,hubiese salido campeon capaz que hasta dos veces
"AZZARO REACCIN - RIVER, A LA FINAL LE GAN 1-0 A CE",clip_0205,125,con la apertura y clausura bien con todo contra todo eso es lo lunko
"AZZARO REACCIN - RIVER, A LA FINAL LE GAN 1-0 A CE",clip_0206,100,y te torneo a los buenos no les sirve
"AZZARO REACCIN - RIVER, A LA FINAL LE GAN 1-0 A CE",clip_0207,100,a los buenos no les sirve les sirve a los que no anduieron bien
"AZZARO REACCIN - RIVER, A LA FINAL LE GAN 1-0 A CE",clip_0208,75,y despues en el mano a mano y es otro torneo
"AZZARO REACCIN - RIVER, A LA FINAL LE GAN 1-0 A CE",clip_0209,100,es otro torneo es otro torneo
"AZZARO REACCIN - RIVER, A LA FINAL LE GAN 1-0 A CE",clip_0210,100,es otro torneo no no no pero river
"AZZARO REACCIN - RIVER, A LA FINAL LE GAN 1-0 A CE",clip_0211,75,que le importa hoy hoy
"AZZARO REACCIN - RIVER, A LA FINAL LE GAN 1-0 A CE",clip_0212,100,al de river que le importa tapia los treinta y quipo la dos horas
"AZZARO REACCIN - RIVER, A LA FINAL LE GAN 1-0 A CE",clip_0213,125,cuando esta con el boleto porque lo digo porque yo hace cuatro meses
"AZZARO REACCIN - RIVER, A LA FINAL LE GAN 1-0 A CE",clip_0214,100,estaba con el boleto asalteado al estero y que me importaba la mitologia
"AZZARO REACCIN - RIVER, A LA FINAL LE GAN 1-0 A CE",clip_0215,123,y ya cuando llegaste a la final y enfrente tenes estudiante en nuestro caso
"AZZARO REACCIN - RIVER, A LA FINAL LE GAN 1-0 A CE",clip_0216,100,o ahora que le toque imaginense si era el grano de cordos
"AZZARO REACCIN - RIVER, A LA FINAL LE GAN 1-0 A CE",clip_0217,175,de ese partido pero aunque sea argentino viste loco sos campeon sos campeon
"AZZARO REACCIN - RIVER, A LA FINAL LE GAN 1-0 A CE",clip_0218,75,sos campeon cuando no eras nada
"AZZARO REACCIN - RIVER, A LA FINAL LE GAN 1-0 A CE",clip_0219,125,cuando eras todo negro cuando era refundemos river
"AZZARO REACCIN - RIVER, A LA FINAL LE GAN 1-0 A CE",clip_0220,75,refundemos river
"AZZARO REACCIN - RIVER, A LA FINAL LE GAN 1-0 A CE",clip_0221,100,y hoy goza de las mieles del torneo
"AZZARO REACCIN - RIVER, A LA FINAL LE GAN 1-0 A CE",clip_0222,75,y digo bueno ya esta que va a hacer
"AZZARO REACCIN - RIVER, A LA FINAL LE GAN 1-0 A CE",clip_0223,75,a favor su inigencia se planteo y dijo
"AZZARO REACCIN - RIVER, A LA FINAL LE GAN 1-0 A CE",clip_0224,100,esto no nos gusta antes veremos que es lo que dice ahora
"AZZARO REACCIN - RIVER, A LA FINAL LE GAN 1-0 A CE",clip_0225,75,pero antes dijo esto no nos gusta
"AZZARO REACCIN - RIVER, A LA FINAL LE GAN 1-0 A CE",clip_0226,75,y hoy que ya me imagino me imagino
"AZZARO REACCIN - RIVER, A LA FINAL LE GAN 1-0 A CE",clip_0228,75,me lo imagino nos cobro dos penales
"AZZARO REACCIN - RIVER, A LA FINAL LE GAN 1-0 A CE",clip_0229,125,bueno se hace un penal de que un joven o un codazo que quiere que no te lo cobre
"AZZARO REACCIN - RIVER, A LA FINAL LE GAN 1-0 A CE",clip_0230,125,el penal el arquero ni lo de conte pues un penal al aso el otro el segundo
"AZZARO REACCIN - RIVER, A LA FINAL LE GAN 1-0 A CE",clip_0231,75,para lo aparte jugo el criticadisimo por mi
"AZZARO REACCIN - RIVER, A LA FINAL LE GAN 1-0 A CE",clip_0232,100,que igual soy de lo que piensan que si river quiere ir a porton
"AZZARO REACCIN - RIVER, A LA FINAL LE GAN 1-0 A CE",clip_0233,100,no esta para hacer titular porque tiene chispasso
"AZZARO REACCIN - RIVER, A LA FINAL LE GAN 1-0 A CE",clip_0234,75,pero a veces no tiene ni esos chispasso
"AZZARO REACCIN - RIVER, A LA FINAL LE GAN 1-0 A CE",clip_0235,100,como lo pateo colidio el penal y lo mal que lo pateo montel no
"AZZARO REACCIN - RIVER, A LA FINAL LE GAN 1-0 A CE",clip_0237,75,lo que pasa es que colidio es frio frio frio
"AZZARO REACCIN - RIVER, A LA FINAL LE GAN 1-0 A CE",clip_0238,75,o sea no es que es frio papa pero es frio frio
"AZZARO REACCIN - RIVER, A LA FINAL LE GAN 1-0 A CE",clip_0239,100,es un partido claro river arranca bien y se supera
"AZZARO REACCIN - RIVER, A LA FINAL LE GAN 1-0 A CE",clip_0240,100,porque es jodido que a los no se 10 minutos
"AZZARO REACCIN - RIVER, A LA FINAL LE GAN 1-0 A CE",clip_0241,100,un compañero de tuyo se vaya roto de los diametos
"AZZARO REACCIN - RIVER, A LA FINAL LE GAN 1-0 A CE",clip_0242,75,que nosotros viendo la jugada vemos que no hay mala leche de ibarra
"AZZARO REACCIN - RIVER, A LA FINAL LE GAN 1-0 A CE",clip_0243,75,que incluso hasta se arreglan creo eh en la cancha te pones mal de si
"AZZARO REACCIN - RIVER, A LA FINAL LE GAN 1-0 A CE",clip_0244,75,loco vamos a vengar a mi compañero
"AZZARO REACCIN - RIVER, A LA FINAL LE GAN 1-0 A CE",clip_0245,175,porque no sabes ni bien como fue la jugada y river se repuso a mucho se repuso a la lesion grave
"AZZARO REACCIN - RIVER, A LA FINAL LE GAN 1-0 A CE",clip_0246,75,de driusey con lo que significa driusey
"AZZARO REACCIN - RIVER, A LA FINAL LE GAN 1-0 A CE",clip_0247,75,que es el unico que hace goles o de lo poco
"AZZARO REACCIN - RIVER, A LA FINAL LE GAN 1-0 A CE",clip_0248,75,se recompuso a raro un penal
"AZZARO REACCIN - RIVER, A LA FINAL LE GAN 1-0 A CE",clip_0249,100,hoy el partido de river fue muy bueno gente muy bueno
"AZZARO REACCIN - RIVER, A LA FINAL LE GAN 1-0 A CE",clip_0250,200,no hace falta patear 40 veces al arco para que tu equipo sea superior al rival y juegue a la altura de las circunstancias
"AZZARO REACCIN - RIVER, A LA FINAL LE GAN 1-0 A CE",clip_0251,100,merecidisima clasificacion de river merecidisima
"AZZARO REACCIN - RIVER, A LA FINAL LE GAN 1-0 A CE",clip_0252,125,no les voy a mentir que despues de lo que paso el otro dia con central
"AZZARO REACCIN - RIVER, A LA FINAL LE GAN 1-0 A CE",clip_0253,100,algo de mi siente que bueno
"AZZARO REACCIN - RIVER, A LA FINAL LE GAN 1-0 A CE",clip_0254,75,y central que vas a hacer
"AZZARO REACCIN - RIVER, A LA FINAL LE GAN 1-0 A CE",clip_0255,175,y ademas no no jodamos con la jugada de abby
"AZZARO REACCIN - RIVER, A LA FINAL LE GAN 1-0 A CE",clip_0256,100,la que es grave grave que no lo haya nichado eh
"AZZARO REACCIN - RIVER, A LA FINAL LE GAN 1-0 A CE",clip_0257,75,grave grave
"AZZARO REACCIN - RIVER, A LA FINAL LE GAN 1-0 A CE",clip_0258,136,a river hoy en el monumental jugando una semifinal
"AZZARO REACCIN - RIVER, A LA FINAL LE GAN 1-0 A CE",clip_0259,125,era penal explosion el grave lo que paso eh
"AZZARO REACCIN - RIVER, A LA FINAL LE GAN 1-0 A CE",clip_0260,75,pero listo ya estaba porque gano river y
"AZZARO REACCIN - RIVER, A LA FINAL LE GAN 1-0 A CE",clip_0261,100,pero que no llores de di maria que no hable de unitario federalio
"AZZARO REACCIN - RIVER, A LA FINAL LE GAN 1-0 A CE",clip_0262,100,unitario y federalio di maria dejate inchar la pelota eh
"AZZARO REACCIN - RIVER, A LA FINAL LE GAN 1-0 A CE",clip_0263,75,dejate inchar la pelota listo ya esta
"AZZARO REACCIN - RIVER, A LA FINAL LE GAN 1-0 A CE",clip_0264,100,cuando agarraste la copa de una combi y bancaste que te critiquen
"AZZARO REACCIN - RIVER, A LA FINAL LE GAN 1-0 A CE",clip_0265,75,bancaste que si echan mal el 9 de racini
"AZZARO REACCIN - RIVER, A LA FINAL LE GAN 1-0 A CE",clip_0266,100,y despues echan a di chesa y van cala loco van cala
"AZZARO REACCIN - RIVER, A LA FINAL LE GAN 1-0 A CE",clip_0267,150,asi como las que gozas gozar el poder despues tienes costo
"AZZARO REACCIN - RIVER, A LA FINAL LE GAN 1-0 A CE",clip_0268,100,cuando te pitan en contra pero el problema es que central lo necesita
"AZZARO REACCIN - RIVER, A LA FINAL LE GAN 1-0 A CE",clip_0270,75,central esta bien central esta bien como clues central esta bien como
"AZZARO REACCIN - RIVER, A LA FINAL LE GAN 1-0 A CE",clip_0272,75,le falta ese poquito ese poquito que vos decias
"AZZARO REACCIN - RIVER, A LA FINAL LE GAN 1-0 A CE",clip_0273,125,bueno que a paquelo llena di maria ese poquito no lo lleno di maria no lo lleno
"AZZARO REACCIN - RIVER, A LA FINAL LE GAN 1-0 A CE",clip_0274,100,almiron no estuvo al y bueno al miron cuando va al monumental al miron
"AZZARO REACCIN - RIVER, A LA FINAL LE GAN 1-0 A CE",clip_0275,100,con sus equipos como le gusta a cada
"AZZARO REACCIN - RIVER, A LA FINAL LE GAN 1-0 A CE",clip_0276,75,como le gusta sentirse menos
"AZZARO REACCIN - RIVER, A LA FINAL LE GAN 1-0 A CE",clip_0277,100,jorge querido el no es un tipo de me cae bien eh
"AZZARO REACCIN - RIVER, A LA FINAL LE GAN 1-0 A CE",clip_0278,100,pero como le cuesta al miron el monumental
"AZZARO REACCIN - RIVER, A LA FINAL LE GAN 1-0 A CE",clip_0280,100,bueno le da pero no no no jugar
"AZZARO REACCIN - RIVER, A LA FINAL LE GAN 1-0 A CE",clip_0281,75,tener miedo a jugar plantarse tan atras
"AZZARO REACCIN - RIVER, A LA FINAL LE GAN 1-0 A CE",clip_0282,100,pero hay merito de river tambien hay merito de river y ahi
"AZZARO REACCIN - RIVER, A LA FINAL LE GAN 1-0 A CE",clip_0283,100,ay che no no no no en el momento culminante no esta
"AZZARO REACCIN - RIVER, A LA FINAL LE GAN 1-0 A CE",clip_0284,100,no esta viste no
"AZZARO REACCIN - RIVER, A LA FINAL LE GAN 1-0 A CE",clip_0285,75,la mnende la mnende
"AZZARO REACCIN - RIVER, A LA FINAL LE GAN 1-0 A CE",clip_0286,100,y river a la final y river
"AZZARO REACCIN - RIVER, A LA FINAL LE GAN 1-0 A CE",clip_0287,75,y river aun aun
"AZZARO REACCIN - RIVER, A LA FINAL LE GAN 1-0 A CE",clip_0288,100,sin tener los jugadores que el hincha de river quiere
"AZZARO REACCIN - RIVER, A LA FINAL LE GAN 1-0 A CE",clip_0289,75,y a los que casi siempre
"AZZARO REACCIN - RIVER, A LA FINAL LE GAN 1-0 A CE",clip_0290,73,estuvimos acostumbrados a ver
"AZZARO REACCIN - RIVER, A LA FINAL LE GAN 1-0 A CE",clip_0291,75,river gana river gana
"AZZARO REACCIN - RIVER, A LA FINAL LE GAN 1-0 A CE",clip_0292,75,y hoy gano y hoy gano como
"AZZARO REACCIN - RIVER, A LA FINAL LE GAN 1-0 A CE",clip_0293,75,como historicamente gano river
"AZZARO REACCIN - RIVER, A LA FINAL LE GAN 1-0 A CE",clip_0294,100,imponiendose y
"AZZARO REACCIN - RIVER, A LA FINAL LE GAN 1-0 A CE",clip_0295,100,y siendo decididamente superior a su rival
"AZZARO REACCIN - RIVER, A LA FINAL LE GAN 1-0 A CE",clip_0296,75,que el final que eso es el ultimo dia que dice
"AZZARO REACCIN - RIVER, A LA FINAL LE GAN 1-0 A CE",clip_0297,75,bueno si ya es el momento donde te metes atras
"AZZARO REACCIN - RIVER, A LA FINAL LE GAN 1-0 A CE",clip_0298,75,donde el rival tambien juega
"AZZARO REACCIN - RIVER, A LA FINAL LE GAN 1-0 A CE",clip_0299,100,pero river hoy es un partido para mi muy completo
"AZZARO REACCIN - RIVER, A LA FINAL LE GAN 1-0 A CE",clip_0300,100,muy completo aun sin acuña que es claramente el mejor juego de river
"AZZARO REACCIN - RIVER, A LA FINAL LE GAN 1-0 A CE",clip_0301,125,aun sin acuña aun con pives aun con la delicion de derebusi
"AZZARO REACCIN - RIVER, A LA FINAL LE GAN 1-0 A CE",clip_0302,75,justo finalista el equipo de codes
"AZZARO REACCIN - RIVER, A LA FINAL LE GAN 1-0 A CE",clip_0303,100,me pone muy contento por el chacho por el cariño que le tengo a chacho
"AZZARO REACCIN - RIVER, A LA FINAL LE GAN 1-0 A CE",clip_0304,125,por lo que hizo el chacho por racing ojala se le pueda dar tambien a el
"AZZARO REACCIN - RIVER, A LA FINAL LE GAN 1-0 A CE",clip_0305,100,porque porque es un tipo de lace bien al futbol
"AZZARO REACCIN - RIVER, A LA FINAL LE GAN 1-0 A CE",clip_0306,100,gano river señores contra central
"AZZARO REACCIN - RIVER, A LA FINAL LE GAN 1-0 A CE",clip_0307,50,y se va a cordoba
CADENA NACIONAL COMPLETA DE JAVIER MILEI tras el f,clip_0085,74,cuya labor fue clave en la obtencion de este fallo
CHARLA SOBRE EL AMOR Y EL DESAMOR,clip_0000,88,voy a antereccionar maria del cerro y ahora que hay un monton de gente en el chat les quiero decir algo
CHARLA SOBRE EL AMOR Y EL DESAMOR,clip_0001,125,la vida aca voy a aparecer un hippie o esas finas que leen el horoscopo
CHARLA SOBRE EL AMOR Y EL DESAMOR,clip_0002,100,pero la vida posta que se trata de energias
CHARLA SOBRE EL AMOR Y EL DESAMOR,clip_0003,200,entienden que estamos haciendo un stream a las 4 de la mañana en españa y tengo 24k de viewers hablando de futbol
CHARLA SOBRE EL AMOR Y EL DESAMOR,clip_0004,125,algo totalmente impensado estan saliendo todos los dias los rankings de twitch y a mi
CHARLA SOBRE EL AMOR Y EL DESAMOR,clip_0005,125,yo ya tengo 10 11 años de streamer no me interesa ranquear pero te la blanqueo
CHARLA SOBRE EL AMOR Y EL DESAMOR,clip_0008,125,ah buena poronga 23k ojo me la sube sabe por que me la sube
CHARLA SOBRE EL AMOR Y EL DESAMOR,clip_0009,100,porque eso es mi historia por eso estoy donde estoy por eso soy main event
CHARLA SOBRE EL AMOR Y EL DESAMOR,clip_0013,150,ojo yo veo el numero y no les voy a negarme me motivo me motivo
CHARLA SOBRE EL AMOR Y EL DESAMOR,clip_0014,100,las cosas estan saliendo bien y se los quiero agradecer si yo tuviera 5k de viewers igual estaria motivado
CHARLA SOBRE EL AMOR Y EL DESAMOR,clip_0015,100,igual diria gracias por mirarme
CHARLA SOBRE EL AMOR Y EL DESAMOR,clip_0016,150,porque yo agradecido por mas que sea 2 3 4 20 50 500 22000
CHARLA SOBRE EL AMOR Y EL DESAMOR,clip_0017,150,agraecido siempre pero vale destacar que en un momento critico porque es un momento critico para mi
CHARLA SOBRE EL AMOR Y EL DESAMOR,clip_0018,100,las cosas estan empezando a salir de nuevo despues de que llueve sale el sol
CHARLA SOBRE EL AMOR Y EL DESAMOR,clip_0019,75,ojo despues de que llueve sale el sol
CHARLA SOBRE EL AMOR Y EL DESAMOR,clip_0020,125,ahora solo me falta terminar el año ganando la velada enamorandome
CHARLA SOBRE EL AMOR Y EL DESAMOR,clip_0021,100,y eventualmente el año que viene planeando tener un hijo
CHARLA SOBRE EL AMOR Y EL DESAMOR,clip_0022,75,ya esta vida cumplida
CHARLA SOBRE EL AMOR Y EL DESAMOR,clip_0023,75,me doy vuelta el juego de la vida no quiero mas nada
CHARLA SOBRE EL AMOR Y EL DESAMOR,clip_0024,150,tres hijos tres o dos un chico y una chica un hijo y una hija minimo
CHARLA SOBRE EL AMOR Y EL DESAMOR,clip_0025,100,una novia que me ame que me valore que me quiera que me acompañe
CHARLA SOBRE EL AMOR Y EL DESAMOR,clip_0026,100,poder acompañarla yo que haga deporte pretensiones bajas no me importa lo demas
CHARLA SOBRE EL AMOR Y EL DESAMOR,clip_0027,75,que si el culo que es esto no me importa no me importa
CHARLA SOBRE EL AMOR Y EL DESAMOR,clip_0028,100,se tiene un culito lindo mejor mejor
CHARLA SOBRE EL AMOR Y EL DESAMOR,clip_0029,75,pero yo prefiero que haga deporte que tenga culo
CHARLA SOBRE EL AMOR Y EL DESAMOR,clip_0030,75,el culo un año y te cansas te da igual
CHARLA SOBRE EL AMOR Y EL DESAMOR,clip_0031,75,pero que haga deporte ir a verla imaginante que juega el futbol
CHARLA SOBRE EL AMOR Y EL DESAMOR,clip_0032,100,que juega el hockey la vas a ver gritar los goles la bancas
CHARLA SOBRE EL AMOR Y EL DESAMOR,clip_0033,75,si estas triste estas triste si estas feliz estas feliz con ella
CHARLA SOBRE EL AMOR Y EL DESAMOR,clip_0034,75,todos necesitamos amor
CHARLA SOBRE EL AMOR Y EL DESAMOR,clip_0035,75,que el amor es lo mas lindo que hay lo mas lindo que hay
CHARLA SOBRE EL AMOR Y EL DESAMOR,clip_0036,75,no le tengan miedo al amor no hablan como hice este boludo
CHARLA SOBRE EL AMOR Y EL DESAMOR,clip_0037,175,no hablan como hice este boludo yo tenia desde los 16 a los 23 y medio que conocia a mi ex
CHARLA SOBRE EL AMOR Y EL DESAMOR,clip_0038,125,desde los 16 a los 23 y medio yo pensaba que la vida era agarchar
CHARLA SOBRE EL AMOR Y EL DESAMOR,clip_0039,175,no piensen esa boludez algunos estamos destinados a amar y lo que nos gusta es amar
CHARLA SOBRE EL AMOR Y EL DESAMOR,clip_0041,100,y otros estan destinados a ir de flor en flor
CHARLA SOBRE EL AMOR Y EL DESAMOR,clip_0042,75,cada uno ve pero no se cierren
CHARLA SOBRE EL AMOR Y EL DESAMOR,clip_0043,100,hay que cogerse a todas hay que sacarle punta
