split,spk,titulo,clip,n_frames,texto,npz
train,f01,ANÉCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0054,125,cuestion que el loco dice bueno viene alan no se que bueno escuchame todos buscando un gps,data/processed/lip_rois/ANÉCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1/clip_0054.npz
train,f01,ANÉCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0055,104,bueno escuchame vamos a buscar un gps a ver quien tiene un gps y salta,data/processed/lip_rois/ANÉCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1/clip_0055.npz
train,f01,ANÉCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0056,92,o sea armamos un grupito y salta y dice no no yo tengo gps bueno,data/processed/lip_rois/ANÉCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1/clip_0056.npz
train,f01,ANÉCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0057,123,a todo esto luciano que ya habia ido a san pablo a ver a los estudiantes por la copa libertadores,data/processed/lip_rois/ANÉCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1/clip_0057.npz
train,f01,ANÉCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0058,101,es ese tipo alarmista que decia yo les voy a aclarar una cosa,data/processed/lip_rois/ANÉCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1/clip_0058.npz
train,f01,ANÉCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0059,161,si vamos en auto hay que tener mucho cuidado en san pablo en san pablo te violan te matan violan el cadaver despues desaparecen el cadaver,data/processed/lip_rois/ANÉCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1/clip_0059.npz
train,f01,ANÉCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0060,117,vuelven a violarlo una vez que esta en el basurero entonces voy a decir empezo a meter miedo desde el arranque,data/processed/lip_rois/ANÉCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1/clip_0060.npz
train,f01,ANÉCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0061,94,entonces ya san pablo era como decir estamos pasando por el infierno,data/processed/lip_rois/ANÉCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1/clip_0061.npz
train,f01,ANÉCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0062,97,el umbral del infierno es san pablo entonces le digo no creo que sea tan grave luciano,data/processed/lip_rois/ANÉCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1/clip_0062.npz
train,f01,ANÉCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0063,81,o sea me meti en google street lo veo las autopistas que vamos a agarrar,data/processed/lip_rois/ANÉCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1/clip_0063.npz
train,f01,ANÉCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0064,95,no no eso es terrible hay que tener mucho cuidado y que esto que el otro,data/processed/lip_rois/ANÉCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1/clip_0064.npz
train,f01,ANÉCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0065,120,entonces luciano pone en el grupo actualiza el gps porque hicieron autopistas nuevas,data/processed/lip_rois/ANÉCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1/clip_0065.npz
train,f01,ANÉCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0066,112,que no estan en el viejo en el mapa que te viene con ese gps,data/processed/lip_rois/ANÉCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1/clip_0066.npz
train,f01,ANÉCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0067,109,si dice el chaman yo lo actualizo bueno cuestion que nos encontramos yo agarro,data/processed/lip_rois/ANÉCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1/clip_0067.npz
train,f01,ANÉCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0068,135,no tenia el goltrend mentira tenia un golpower tres puertas que tenia escape silem que sonaba,data/processed/lip_rois/ANÉCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1/clip_0068.npz
train,f01,ANÉCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0069,171,o sea ir en ese auto no podia ir a capital le volaba la cabeza a cualquier lo tenia medio pistero,data/processed/lip_rois/ANÉCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1/clip_0069.npz
train,f01,ANÉCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0070,88,entonces lo dejo dejo mi auto en la casa de mi ex en nuñez,data/processed/lip_rois/ANÉCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1/clip_0070.npz
train,f01,ANÉCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0071,84,y todos saliamos desde puente saavedra que estabamos ahi nomas,data/processed/lip_rois/ANÉCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1/clip_0071.npz
train,f01,ANÉCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0072,190,bueno lulo y yo nos vamos desde la plata y alan y juancito que eran de juancito de lanus y alan de san isidro,data/processed/lip_rois/ANÉCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1/clip_0072.npz
train,f01,ANÉCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0073,90,nos encontramos en punto medio que era ahi punto puente puente saavedra,data/processed/lip_rois/ANÉCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1/clip_0073.npz
train,f01,ANÉCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0074,113,caemos que se yo dice bueno en esa epoca yo estaba mas trastornado que ahora,data/processed/lip_rois/ANÉCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1/clip_0074.npz
train,f01,ANÉCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0075,82,era todo tiempo todo el tiempo era asi asi asi asi,data/processed/lip_rois/ANÉCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1/clip_0075.npz
train,f01,ANÉCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0076,134,entonces bueno llegamos cada uno se habia armado su bolsito traemos plata traemos esto traemos lo otro,data/processed/lip_rois/ANÉCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1/clip_0076.npz
train,f01,ANÉCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0077,105,cuando estabamos en por subirnos al auto,data/processed/lip_rois/ANÉCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1/clip_0077.npz
train,f01,ANÉCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0078,107,nos vamos a subir al auto cae nos presenta la primera vez que veiamos al alan real,data/processed/lip_rois/ANÉCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1/clip_0078.npz
train,f01,ANÉCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0079,112,proximamente llamado camion de basura todo el trayecto se llamo camion de basura,data/processed/lip_rois/ANÉCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1/clip_0079.npz
train,f01,ANÉCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0081,109,o sea paso algo que quebro el viaje a lo cual yo lo apode el camion de basura,data/processed/lip_rois/ANÉCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1/clip_0081.npz
train,f01,ANÉCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0082,86,y se lo dije o sea despues del viaje se puso returbio pero,data/processed/lip_rois/ANÉCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1/clip_0082.npz
train,f01,ANÉCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0083,97,ahora es alan despues va a ser el camion de basura entonces agarro nos subimos,data/processed/lip_rois/ANÉCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1/clip_0083.npz
train,f01,ANÉCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0084,112,y cae alan y dice no yo traje un tupper con unos sanguchitos que preparo mi mama,data/processed/lip_rois/ANÉCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1/clip_0084.npz
train,f01,ANÉCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0085,82,es para que lleguemos mas o menos hasta uruguay puerta con brasil,data/processed/lip_rois/ANÉCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1/clip_0085.npz
train,f01,ANÉCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0086,102,y podamos con esto tenemos que llegar el chabon saco un tupper con no se,data/processed/lip_rois/ANÉCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1/clip_0086.npz
train,f01,ANÉCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0087,109,habia ponele 12 sanguchitos de pan lactal bueno que esto que el otro,data/processed/lip_rois/ANÉCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1/clip_0087.npz
train,f01,ANÉCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0088,102,y adentro de un tupper que persona escuchen esto que persona,data/processed/lip_rois/ANÉCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1/clip_0088.npz
train,f01,ANÉCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0089,131,adentro de un tupper guarda un gorrito de argentina entonces el chabon lo veo que viene con un tupper de comida,data/processed/lip_rois/ANÉCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1/clip_0089.npz
train,f01,ANÉCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0090,142,y un gorrito adentro entonces juancito le dice por que escuchame hay un gorro adentro del tupper,data/processed/lip_rois/ANÉCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1/clip_0090.npz
train,f01,ANÉCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0091,112,ah si si es el gorro de caba la que utilizo yo nunca lo lave y por que lo tenes adentro del tupper,data/processed/lip_rois/ANÉCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1/clip_0091.npz
train,f01,ANÉCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0092,87,no no porque lo cuido asi para que no agarre olor bueno,data/processed/lip_rois/ANÉCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1/clip_0092.npz
train,f01,ANÉCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0093,105,lo que era para que no agarre olor amigos era una camara al vacio de caca,data/processed/lip_rois/ANÉCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1/clip_0093.npz
train,f01,ANÉCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0094,125,o sea era como tener un sorete guardarlo en un tupper y decir hay olor a caca todo el año,data/processed/lip_rois/ANÉCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1/clip_0094.npz
train,f01,ANÉCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0095,96,tupper de caca o sea tupper de gorrito con caca entonces entonces,data/processed/lip_rois/ANÉCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1/clip_0095.npz
train,f01,ANÉCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0096,103,lo que no nunca lo abrimos el tupper o sea hasta no llegar a brasil no sabiamos de esto,data/processed/lip_rois/ANÉCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1/clip_0096.npz
train,f01,ANÉCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0097,108,deja el tupper con el gorro que el gorro tenia no se diez años habia el tupper con comida,data/processed/lip_rois/ANÉCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1/clip_0097.npz
train,f01,ANÉCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0098,120,bueno subimos a panamericana hablando de las reglas de convivencia,data/processed/lip_rois/ANÉCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1/clip_0098.npz
train,f01,ANÉCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0099,127,y demas y que esto que lo otro bueno entonces bueno estabamos ahi en el viaje arrancamos,data/processed/lip_rois/ANÉCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1/clip_0099.npz
train,f01,ANÉCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0100,109,subimos a panamericana si no porque muchachos cuidemos el auto cuidemos esto,data/processed/lip_rois/ANÉCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1/clip_0100.npz
train,f01,ANÉCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0101,97,no hagamos cagadas nos van a detener en brasil si no no no te lo voy a hablar brasil bueno,data/processed/lip_rois/ANÉCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1/clip_0101.npz
train,f01,ANÉCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0102,93,lulo hablando de san pablo lulo hablaba de san pablo todo lo que era era san pablo,data/processed/lip_rois/ANÉCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1/clip_0102.npz
train,f01,ANÉCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0103,97,hay que tener cuidado en san pablo menos mal que actualizaste el gps porque en san pablo y en san pablo,data/processed/lip_rois/ANÉCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1/clip_0103.npz
train,f01,ANÉCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0104,110,y en san pablo le digo luciano no quiero escucharte mas hablar de san pablo ya sabemos que en san pablo,data/processed/lip_rois/ANÉCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1/clip_0104.npz
train,f01,ANÉCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0105,102,nos van a coger violar nos vamos a morir y van a vender los organos,data/processed/lip_rois/ANÉCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1/clip_0105.npz
train,f01,ANÉCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0106,113,ya esta amigo no metas mas miedo el viaje recien empieza nos hace tomar una losa mala,data/processed/lip_rois/ANÉCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1/clip_0106.npz
train,f01,ANÉCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0107,115,a todos que nadie quiere tener una losa mala todavia ni salimos de buenos aires,data/processed/lip_rois/ANÉCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1/clip_0107.npz
train,f01,ANÉCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0108,129,bueno no yo aviso porque bueno listo terminamos estabamos yendo a la autopista entonces juancito agarra,data/processed/lip_rois/ANÉCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1/clip_0108.npz
train,f01,ANÉCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0110,114,y estaba el techo abierto y agarre tire el casquito por arriba del ahora si,data/processed/lip_rois/ANÉCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1/clip_0110.npz
train,f01,ANÉCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0111,94,pa tiro el casquito por arriba de la ventana del auto,data/processed/lip_rois/ANÉCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1/clip_0111.npz
train,f01,ANÉCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0112,84,sale el casquito volando claro atras venia un auto yo con un tarado,data/processed/lip_rois/ANÉCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1/clip_0112.npz
train,f01,ANÉCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0113,94,el casquito pa le pegan el parabrisa y el loco se nos pone el lado,data/processed/lip_rois/ANÉCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1/clip_0113.npz
train,f01,ANÉCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0114,97,no podemos arrancar el viaje asi tiraste un casquito en panamericana o sea amigo,data/processed/lip_rois/ANÉCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1/clip_0114.npz
train,f01,ANÉCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0115,108,aparte ese casco yo lo uso en el trabajo o sea no podemos arrancar el viaje asi,data/processed/lip_rois/ANÉCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1/clip_0115.npz
train,f01,ANÉCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0116,112,bueno a todo esto luciano dice yo tengo hambre bueno bueno que hay para comer frena a comer algo,data/processed/lip_rois/ANÉCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1/clip_0116.npz
train,f01,ANÉCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0117,104,no frena a comer algo yo le digo no agarra el tupper de los sandwiches no pero,data/processed/lip_rois/ANÉCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1/clip_0117.npz
train,f01,ANÉCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0118,114,y ahi empezo el niño racionador ahi alan dice no no no no estos sandwiches son como,data/processed/lip_rois/ANÉCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1/clip_0118.npz
train,f01,ANÉCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0119,98,para llegar a la frontera con brasil el en su cabeza imaginaba que esos sandwiches iban a llegar a la frontera con brasil,data/processed/lip_rois/ANÉCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1/clip_0119.npz
train,f01,ANÉCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0120,150,bueno no comemos la mitad y despues la otra mitad la comemos amigo cuestion que no habiamos salido de buenos aires,data/processed/lip_rois/ANÉCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1/clip_0120.npz
train,f01,ANÉCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0121,93,que ya no quedaba un sandwich nos habiamos comido todos los sandwiches del tupper y el chabon decia,data/processed/lip_rois/ANÉCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1/clip_0121.npz
train,f01,ANÉCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0122,109,no porque vamos a preparar esto para todo el viaje nos lo comimos todos son las dos eran las dos de la mañana,data/processed/lip_rois/ANÉCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1/clip_0122.npz
train,f01,ANÉCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0123,92,habiamos cenado todos o sea ya pintaba para hacer un viaje distinto,data/processed/lip_rois/ANÉCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1/clip_0123.npz
train,f01,ANÉCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0124,107,entonces voy a empezar a mostrar imagenes de los personajes este fue el viaje,data/processed/lip_rois/ANÉCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1/clip_0124.npz
train,f01,ANÉCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0127,131,si no quiero perderme detalles porque la verdad es una anecdota muy larga porque fue un viaje extremadamente largo,data/processed/lip_rois/ANÉCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1/clip_0127.npz
train,f01,ANÉCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0128,116,cuestion que el viaje arranca pasamos zarate entramos uruguay,data/processed/lip_rois/ANÉCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1/clip_0128.npz
train,f01,ANÉCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0129,95,lo que se acuerdan que lo que les decian era gente hagan el ingreso,data/processed/lip_rois/ANÉCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1/clip_0129.npz
train,f01,ANÉCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0130,102,y hagan el egreso porque se comen una multa cuestion que pasamos uruguay,data/processed/lip_rois/ANÉCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1/clip_0130.npz
train,f01,ANÉCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0131,112,no se por donde y pasamos bien nos sellan la salida todo bien,data/processed/lip_rois/ANÉCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1/clip_0131.npz
train,f01,ANÉCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0132,109,entramos se viene ese viaje a egipto con pimpi con pezzetto y decidi,data/processed/lip_rois/ANÉCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1/clip_0132.npz
train,f01,ANÉCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0133,102,no pagarlo con el dinero que yo uso mensualmente un amigo me recomendo una pagina,data/processed/lip_rois/ANÉCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1/clip_0133.npz
train,f01,ANÉCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0134,100,llamada binomocom es una pagina en la cual ustedes van a predecir,data/processed/lip_rois/ANÉCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1/clip_0134.npz
train,f01,ANÉCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0145,120,en la descripcion del video pasense a todo esto siempre recordandole,data/processed/lip_rois/ANÉCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1/clip_0145.npz
train,f01,ANÉCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0146,98,luciano diciendole tenemos que entrar y que no se que el gps lo ponen,data/processed/lip_rois/ANÉCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1/clip_0146.npz
train,f01,ANÉCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0147,102,y el auto agarro por otro lado entonces claro lo que nosotros no queriamos,data/processed/lip_rois/ANÉCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1/clip_0147.npz
train,f01,ANÉCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0148,123,era entrar por no se donde que era que estaba toda la cola de argentino que tenias para pasar 6 horas con el,data/processed/lip_rois/ANÉCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1/clip_0148.npz
train,f01,ANÉCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0149,128,y pasamos por por un lugar no pasaba nada todo esto durmiendo,data/processed/lip_rois/ANÉCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1/clip_0149.npz
train,f01,ANÉCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0150,94,llegamos a la primer frontera pasamos todo bien todo esto sin dormir,data/processed/lip_rois/ANÉCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1/clip_0150.npz
train,f01,ANÉCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0151,101,nos ibamos turnando nos ibamos turnando un tiempo adelante uno,data/processed/lip_rois/ANÉCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1/clip_0151.npz
train,f01,ANÉCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0152,107,o sea eran parejitas juancito y yo adelante manejaba el o manejaba yo,data/processed/lip_rois/ANÉCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1/clip_0152.npz
train,f01,ANÉCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0153,98,y atras alan y luciano ir adelante era como el premio mayor o sea,data/processed/lip_rois/ANÉCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1/clip_0153.npz
train,f01,ANÉCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0154,107,estabas era yo te juro que convenia pagar y viajar adelante que ir atras,data/processed/lip_rois/ANÉCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1/clip_0154.npz
train,f01,ANÉCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0155,112,atras ibas en esta posicion amigos asi asi saben lo que es ir asi,data/processed/lip_rois/ANÉCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1/clip_0155.npz
train,f01,ANÉCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0156,112,horas y horas y horas bueno ibamos de parejitas ibamos yendo para brasil,data/processed/lip_rois/ANÉCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1/clip_0156.npz
train,f01,ANÉCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0157,127,nos dormimos los que obviamente el que iba adelante tenia que encargarse de que el conductor no se duerma,data/processed/lip_rois/ANÉCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1/clip_0157.npz
