titulo,clip,veredicto,ov_propio,ov_prev,ov_next,audio_transcripto,texto_asignado
La PRIMERA VEZ que fui a un TEL0 - ANECDOTA Tomas,clip_0132,texto_dudoso,0.455,0.182,0.182,mas del tio que de la vina si la neota si vos vos sirva,mas del telo que de la mina sigue la anecdota sigue vamos vamos a seguirla
La PRIMERA VEZ que fui a un TEL0 - ANECDOTA Tomas,clip_0133,ok,0.733,0.200,0.133,la tiempo ahi termino la que la que fui por vida es un tele pero sigue pasa la semana,tipo ahi termino la vez que fui porque ya es un telo pero sigue pasa la semana
La PRIMERA VEZ que fui a un TEL0 - ANECDOTA Tomas,clip_0134,ok,0.636,0.273,0.091,una semana que viene tipo bueno que el 5 cienero era el cumpleaño,una semana que viene tipo ponerle que el cinco o seis de enero era el cumpleaños
La PRIMERA VEZ que fui a un TEL0 - ANECDOTA Tomas,clip_0135,ok,0.818,0.182,0.182,del vive que me habia hecho de uber mi amigo de or,del pibe que me habia hecho de uber mi amigo de oro
La PRIMERA VEZ que fui a un TEL0 - ANECDOTA Tomas,clip_0136,texto_dudoso,0.429,0.143,0.143,avision de ella era cumplir a el pues yo que es una prida tremenda,para que se den una idea era el cumpleaños de el cuestion que que hizo una previa tremenda
La PRIMERA VEZ que fui a un TEL0 - ANECDOTA Tomas,clip_0137,ok,0.529,0.059,0.235,y yo le digo a la mina soles visto a la mina soles en mi que lo me da a que ir a coger,y yo le digo a la mina yo la invito a la mina yo la invito y digo me la quiero coger
La PRIMERA VEZ que fui a un TEL0 - ANECDOTA Tomas,clip_0138,texto_dudoso,0.353,0.353,0.176,pues yo no va a manejar la intuva me ne pide a coger y si me otreme en la previa,porque yo no daba mas de calentura me la queria coger hicimos tremenda previa
La PRIMERA VEZ que fui a un TEL0 - ANECDOTA Tomas,clip_0139,texto_dudoso,0.026,0.105,0.079,y ahora a mi creo que no te sigas mentir me nagras de aburriendo los conciertos muy televidentes y todas estas nak do humiliante streams de znaete ese cara se coloco en mis ftws mira la pena es q despeigues,la mina queria coger el del baño queria coger el boliche yo yo estaba re caliente
La PRIMERA VEZ que fui a un TEL0 - ANECDOTA Tomas,clip_0140,texto_dudoso,0.312,0.062,0.125,pero bueno eso se ha sido espolgado estoy espoliendo y yo te lo voy a espolir,pero bueno eso ya ya estoy espoleando estoy espoleando y no tengo que espolear
La PRIMERA VEZ que fui a un TEL0 - ANECDOTA Tomas,clip_0141,ok,0.600,0.100,0.300,en la privia en trevena preya fuimos a la boliche a weissail y,en la previa tremenda previa fuimos al boliche a baysal y
La PRIMERA VEZ que fui a un TEL0 - ANECDOTA Tomas,clip_0142,ok,0.647,0.176,0.176,y y nada yo puedo ir a la 5 de la mañana yo me estaba comiendo a la mina esta y yo yo no vamonos a ir,y nada yo pone yo me estaba comiendo la mina esta y yo digo no vamos a un telo
La PRIMERA VEZ que fui a un TEL0 - ANECDOTA Tomas,clip_0143,ok,0.692,0.154,0.231,son las mas me pago un uel desde costanera hasta el tilo mas cercano,le digo yo no daba mas me pago un uber desde costanera hasta el telo mas cercano
La PRIMERA VEZ que fui a un TEL0 - ANECDOTA Tomas,clip_0144,texto_dudoso,0.000,0.000,0.000,de pues siempre en minestras ici,entendes y ahi fui a un telo no no daba mas desde ese dia fui al empece a ir al telo
La PRIMERA VEZ que fui a un TEL0 - ANECDOTA Tomas,clip_0145,ok,0.700,0.200,0.300,el amigo lo mejor del mundo baixa al telo el amigo lo mejor del mundo es lo mejor del mundo,me digo lo mejor del mundo vayan al telo es lo mejor del mundo es lo mejor del mundo
La PRIMERA VEZ que fui a un TEL0 - ANECDOTA Tomas,clip_0146,ok,0.500,0.100,0.100,y de artilo es la recomendacion de euro basan un tiro,me digo ir al telo es la recomendacion de oro vayan a un telo
La PRIMERA VEZ que fui a un TEL0 - ANECDOTA Tomas,clip_0147,ok,0.636,0.182,0.273,si quieren que alguien con la mina la sebe a su cuarty,si quieren quedar bien con la mina no la lleven a su a su cuartito
La PRIMERA VEZ que fui a un TEL0 - ANECDOTA Tomas,clip_0148,ok,0.875,0.250,0.125,a su bunker que esta a ser de muñequitos,a su a su bunker que esta lleno de muñequitos
La PRIMERA VEZ que fui a un TEL0 - ANECDOTA Tomas,clip_0149,ok,0.615,0.000,0.000,o esa o esas cosas no si no buen tilo eh ah no una buena previa,o esas cosas no lleven a un buen telo hagan una buena previa
La PRIMERA VEZ que fui a un TEL0 - ANECDOTA Tomas,clip_0150,ok,0.800,0.100,0.200,y me tengo que tomar algo y van a pasar increible,y meten a tomar algo y hagan que la pasen bien los dones y la van a pasar increible
La PRIMERA VEZ que fui a un TEL0 - ANECDOTA Tomas,clip_0151,ok,0.667,0.250,0.083,parcumteros y vi solo es que a veces vivir solo una paja por,para que un telo es vivir solo es que a veces vivir solo es una paja porque
La PRIMERA VEZ que fui a un TEL0 - ANECDOTA Tomas,clip_0152,ok,0.700,0.100,0.200,el tilo es el tilo es el tilo en el auz el tilo es el tilo tipo yo cojo mi casa,el telo el telo es el telo entendes august el telo es el telo tipo yo cojo mi casa
La PRIMERA VEZ que fui a un TEL0 - ANECDOTA Tomas,clip_0153,ok,0.529,0.059,0.176,aqui o solo pero el tilo lo mejor del mundo porque vamos a ir de super desestresar,que vivo solo pero el telo es lo mejor del mundo porque como que te super desestresas
La PRIMERA VEZ que fui a un TEL0 - ANECDOTA Tomas,clip_0154,ok,0.625,0.250,0.188,que yo soy calauro para esa idea y es como que no de lo mismo quiero ante lo,que dices yo aca laburo para que se den una idea y es como que no es lo mismo que ir a un telo
La PRIMERA VEZ que fui a un TEL0 - ANECDOTA Tomas,clip_0155,texto_dudoso,0.429,0.095,0.238,los soprefilos tilos mil veces asi que nada ahi te voy a la leo cuando fui el tilo por bien a ver,yo prefiero el telo mientras es eso asi que nada ahi termina la anecdota cuando fui al telo por primera vez
La PRIMERA VEZ que fui a un TEL0 - ANECDOTA Tomas,clip_0156,ok,0.562,0.188,0.062,y despues de que el fruto de bambi a veces se hisse a nortello a la otra semana tipo,y despues de que fui al telo por primera vez segui yendo al telo a la otra semana tipo
La PRIMERA VEZ que fui a un TEL0 - ANECDOTA Tomas,clip_0157,ok,0.778,0.111,0.000,que engolo sin nada mal asi que nada espero que haya gustado,quede engolosinado mal asi que nada espero que les haya gustado
MI PRIMER AMOR - Storytime,clip_0000,ok,0.550,0.000,0.200,yo me tengo un tripo de que lo hice con lo pegue con cinta y se me fue esfuerzo pero no se le hagan,tengo un tripode que lo hice con cinta hice mi mayor esfuerzo pero no se lavanca tanto
MI PRIMER AMOR - Storytime,clip_0001,ok,0.733,0.200,0.533,dale uy bueno gente o no asi cuando que no me siento a dar un video,dale uy bueno gente cuanto que no me siento a grabar un video
MI PRIMER AMOR - Storytime,clip_0002,ok,0.750,0.375,0.250,de tener pasado y realmente mas de 6 meses que no me siento de dar un video asi,deben haber pasado literalmente mas de 6 meses que no me siento a grabar un video asi
MI PRIMER AMOR - Storytime,clip_0003,ok,0.727,0.227,0.136,asi es muy fiel como que me lo podria ordenar un poquito no lo rodeo ni cuando mi mama me amenaza y se ve ordenar,esta muy feo el fondo como que me lo podria ordenar un poquito no lo ordeno ni cuando mi mama me amenaza se lo voy a ordenar a ustedes
MI PRIMER AMOR - Storytime,clip_0004,ok,0.615,0.154,0.154,de que se consideran este acto de amor y este es la maxima que puedo ofrecer,o sea consideren este acto de amor esto es lo maximo que puedo ofrecer
MI PRIMER AMOR - Storytime,clip_0005,texto_dudoso,0.444,0.167,0.111,yo nunca yo no me he olvidado de subir a la vez yo tengo que decir que en este canal tenemos,si nunca vieron un video mio en su vida les tengo que decir que en este canal tenemos
MI PRIMER AMOR - Storytime,clip_0006,ok,0.700,0.400,0.100,tenemos ahi un personaje mitologico del canal que es rami,hay un personaje mitologico del canal que es ramiro
MI PRIMER AMOR - Storytime,clip_0007,ok,0.762,0.143,0.190,ramiro es mi novio de la infancia la amor de mi vida y revio contigo yo mucho a mis problemas psicologicos del ariñez entienden,ramiro es mi novio de la infancia el amor de mi vida y ramiro contribuyo mucho a mis problemas psicologicos de la niñez entienden
MI PRIMER AMOR - Storytime,clip_0008,ok,0.846,0.231,0.231,el rario el cargado de hacer que yo sintiera muchos sentimientos y muchas sensaciones,ramiro fue el encargado de hacer que yo sintiera muchos sentimientos y muchas sensaciones
MI PRIMER AMOR - Storytime,clip_0009,texto_dudoso,0.125,0.000,0.125,esto son mash upJi ste 8ines roughy gruden,esto es un mashup de story times que espero que los disfruten tanto como yo
MI PRIMER AMOR - Storytime,clip_0010,texto_dudoso,0.462,0.231,0.231,yo no los disfrute a ver los hiridos por esta estoy de dyson de desamor,no los disfrute a verlos vividos porque estos story times son de desamor
MI PRIMER AMOR - Storytime,clip_0011,ok,0.857,0.095,0.238,de samorio y para que no estan tanto de quinas ramidos dejo un breve resumen de lo que paso con el en este canal,de desamorio y para los que no estan al tanto de quien es ramiro dejo un breve resumen de lo que paso con el en este canal
MI PRIMER AMOR - Storytime,clip_0012,ok,0.643,0.286,0.071,y a mi vida durante los años pas de seguir tenemos un invitado a mi fe,y en mi vida eh durante los años para este video tenemos un invitado muy especial
MI PRIMER AMOR - Storytime,clip_0013,ok,0.692,0.077,0.077,que tienen unas ganas tremendas de esta caja este es el gran rami,que tiene unas ganas tremendas de estar aca este es el gran ramiro
MI PRIMER AMOR - Storytime,clip_0014,texto_dudoso,0.267,0.067,0.000,yo pude ser que amestanto ar like a dejar esto miren trm yo si lo supierto,no puede ser que ames tanto a ramiro a ver si ramiro sigue gustandome a mi
MI PRIMER AMOR - Storytime,clip_0015,ok,0.500,0.125,0.125,que rami lo rami lo rami lo rami lo rami lo rami lo me dio una carta en,porque ramiro ramiro ramiro ramiro ramiro me dio una carta enorme
MI PRIMER AMOR - Storytime,clip_0016,ok,0.867,0.067,0.000,enorme y nos ibamos a dar un pico hasta que le empezo a gustar eugenia ganas,y nos ibamos a dar un pico hasta que le empezo a gustar eugenia canar
MI PRIMER AMOR - Storytime,clip_0017,ok,0.750,0.000,0.250,bueno esto se remonda alla por el 2000,bueno esto se remonta alla por el 2009
MI PRIMER AMOR - Storytime,clip_0018,ok,0.500,0.071,0.071,9 de espiritia en el cual para mi no es conquistosa sea gano me cual,el dia en el cual ramiro me conquisto o sea se gano mi corazon
MI PRIMER AMOR - Storytime,clip_0019,ok,0.571,0.000,0.143,como fue esto te estan pensando como marty,como fue esto ustedes estaran pensando como marti cayo en las garras
MI PRIMER AMOR - Storytime,clip_0020,ok,0.684,0.105,0.421,o sea aqui fue lo que le enamoro a nintendos del neneste nosotros en el colegio teniamos una persona,o sea que fue lo que la enamoro me entendes del nene este nosotros en el colegio teniamos una casona
MI PRIMER AMOR - Storytime,clip_0021,ok,0.684,0.474,0.158,o sea tengamos el partido en colegio las sabulas y ya como una casa que se sumaba la casona,o sea teniamos el patio del colegio las aulas y habia como una casa que se llamaba la casona
MI PRIMER AMOR - Storytime,clip_0022,ok,0.800,0.267,0.133,que estaban los directivos y no entraba a la casa era lugar prohibido para entrar,estaban los directivos y nadie entraba a la casona era lugar prohibido para entrar
MI PRIMER AMOR - Storytime,clip_0023,ok,0.545,0.182,0.182,ramiro como era un hombre de tu tio y rebre y ve y ve y ve y ve y ve y ve y ve y ve y ve,ramiro como era un hombre aventurero y rebelde iba mas alla
MI PRIMER AMOR - Storytime,clip_0024,ok,0.818,0.091,0.000,se metia de los lugares prohibidos y colegio y yo estaba con,se metia en los lugares prohibidos del colegio y yo estaba como
MI PRIMER AMOR - Storytime,clip_0025,ok,0.727,0.000,0.091,no a mi me trato su valentia para hacer la vida,no a mi me atrapo su valentia para hacer las reglas
MI PRIMER AMOR - Storytime,clip_0026,ok,0.545,0.000,0.091,entonces entra la cazona y la cazona al mismo lugar le tenia piedras,entonces entraba la casona y atras de la casona habia un lugar que tenia piedras
MI PRIMER AMOR - Storytime,clip_0027,ok,0.667,0.111,0.333,llamamos las piedritas y si te encontraron las piedritas tipo caracten,se llamaba las piedritas y si te encontraban en las piedritas tipo cagaste entendes
MI PRIMER AMOR - Storytime,clip_0028,ok,0.727,0.182,0.182,no te pudieron encontrar las piritas entonces nos duramos metiamos a las piritas,no te podian encontrar en las piedritas entonces nosotros nos metiamos a las piedritas
MI PRIMER AMOR - Storytime,clip_0029,ok,0.714,0.143,0.357,nos vemos un grupito de 5 o 6 rufianes que se diga las perioditas,y teniamos un grupito de 5 o 6 rufianes que se iban a las piedritas
MI PRIMER AMOR - Storytime,clip_0030,ok,0.700,0.250,0.100,de alla se hace tipo la adrenalina de estar a donde no se podia finalmente en tantos pies los quedaban las piedritas,o sea tipo la adrenalina de estar a donde no se podia finalmente eran dos pibes los que iban a las piedritas
MI PRIMER AMOR - Storytime,clip_0031,ok,0.667,0.250,0.000,eran cuatro chicos ramieron tres shows crea el lider de la banda,eran cuatro chicos ramiro entre ellos que era el lider de la banda
MI PRIMER AMOR - Storytime,clip_0032,ok,0.833,0.083,0.000,y yo al punto imagen muy similar para que ustedes puedan imaginarse,y yo adjunto imagen muy similar para que ustedes puedan imaginarse
MI PRIMER AMOR - Storytime,clip_0033,ok,0.700,0.000,0.000,se como lucio la banda de rufia en las piedritas,como lucia la banda de rufianes en las piedritas
MI PRIMER AMOR - Storytime,clip_0034,texto_dudoso,0.300,0.000,0.000,cuando yo lo envencle policial yo revealed el triple del trangel,comenzo a llenar nueve para mi era todavia peor el triple peor porque yo era
MI PRIMER AMOR - Storytime,clip_0035,ok,0.615,0.000,0.154,la primera vez en la pidrita solamente estamos pintando la pared de las pidritas contisa,la primera vez en las piedritas solamente estabamos pintando las paredes de las piedritas con tiza
MI PRIMER AMOR - Storytime,clip_0036,ok,0.800,0.133,0.133,porque eso era tipo hacer los grafitis estamos ahi aparecen de un lado de las piernas,porque eso era tipo hacer los grafitis estabamos ahi aparece de un lado de las piedritas
MI PRIMER AMOR - Storytime,clip_0037,texto_dudoso,0.250,0.062,0.125,no me ha hecho nada adentro otra vez traigo los ojos en el medio estamos atrapado,una maestra de otro lado otra maestra y nosotros en el medio estabamos atrapados gente
MI PRIMER AMOR - Storytime,clip_0038,ok,0.636,0.182,0.091,atrapamos en las piedritas y hicimos la puta madre reis capatoria,atrapados en las piedritas y dijimos la puta madre no hay escapatoria
MI PRIMER AMOR - Storytime,clip_0039,ok,0.647,0.059,0.118,entonces los chicos se estan corriendo que la maestra los para piros para poder razon por salidos por un lado,entonces los chicos salen corriendo la maestra nos para pero por alguna razon salimos por un lado
MI PRIMER AMOR - Storytime,clip_0040,ok,0.778,0.056,0.222,que a mi no me habian visto yo les salio las patlas de ellos y yo me quede para asi,que a mi no me habian visto yo habia salido para atras de ellos y yo me quede parada asi
MI PRIMER AMOR - Storytime,clip_0041,ok,0.727,0.364,0.091,como yo no se que hacer yo no ire a abandonar al tim,como que no sabia que hacer tipo yo no iba a abandonar al team entendes
MI PRIMER AMOR - Storytime,clip_0042,texto_dudoso,0.000,0.000,0.000,Cheng stasy nosotros otra scattered,ya esta si nos atrapamos nos atrapaban a todos entonces eran los cuatro chicos asi contra la pared
MI PRIMER AMOR - Storytime,clip_0043,drift_next,0.000,0.000,0.167,tsiebe en el y promising minna el,como si fueran cuatro chorros la profesora mirandolos tipo si la profesora hacia asi
MI PRIMER AMOR - Storytime,clip_0044,ok,0.750,0.083,0.167,si me veia y antes de que hagas eso ramiro me mira y me hace,me veia y antes que haga eso ramiro me mira y me hace corre corre
MI PRIMER AMOR - Storytime,clip_0045,texto_dudoso,0.167,0.000,0.000,se lo veo meShi an foam,y yo los veo y tipo me salvo la vida el chabon me dejo escapar
MI PRIMER AMOR - Storytime,clip_0046,texto_dudoso,0.455,0.182,0.273,yo sali impune de ser elito es el ramino cuando dices,yo sali impune de ese delito gracias a ramiro cuando vi eso dije
MI PRIMER AMOR - Storytime,clip_0047,texto_dudoso,0.308,0.077,0.154,no no no no y tu llego a mi salmador si el mes si donde me acorda,no no este chico es mi salvador llego el mesia de mi corazon
MI PRIMER AMOR - Storytime,clip_0048,ok,0.846,0.077,0.154,asi fue como yo se sentia que le debia el lo habia salvado,asi fue como yo ya sentia que le debia el me habia salvado
MI PRIMER AMOR - Storytime,clip_0049,ok,0.750,0.188,0.188,de una tragedia entonces me habia ganado de que es facil que haya dado mi corazon a eso,de una traferia entonces ya me habia ganado entienden que facil que es ganar mi corazon a veces
MI PRIMER AMOR - Storytime,clip_0050,ok,0.833,0.167,0.167,la diversion de imprimaria fue la bandita de maleantes que teniamos en el corillo,la diversion de mi primaria fue esto fue la bandita de maleantes que teniamos en el colegio
MI PRIMER AMOR - Storytime,clip_0051,ok,0.667,0.167,0.167,lo que yo sabia era que claro rabino no era voludo en diave el se dio cuenta que como se esta enamorado,lo que yo sabia era que claro ramiro no era boludo entienden el se dio cuenta que como yo estaba enamorada
MI PRIMER AMOR - Storytime,clip_0052,ok,0.615,0.231,0.154,para dar a yo hacer lo que sea lo que ramir digera le agradeci que si,yo iba a hacer lo que sea o sea lo que ramiro dijera le iba a decir que si
MI PRIMER AMOR - Storytime,clip_0053,ok,0.833,0.083,0.167,entonces sacas donde las cosas se empiezan a ir desbarrancando para marti,entonces aca es donde las cosas empiezan a ir desbarrancando para marti
